id,item_group_id,title,description,link,image_link,availability,price,brand,condition,gtin,identifier_exists,mpn
53074466701651,10442997137747,Oljetrycksinstrument 10 bar NMEA2000 Silverline - Svart Silverline,"NMEA2000 Silverline Instrument Instrumenten har sargar av rostfritt syrafast stål och välvda glas, vilket ger ett exklusivt och stilrent utseende. De är enkla att koppla in i ett NMEA2000-nätverk och levereras med en 1 m NMEA2000 droppkabel/stamnät med hon- och hankontakt. Specifikationer Modell: Silverline-instrument med rostfri syrafast slimmad sarg Insignal: NMEA2000 Kabel &amp; kontakt: 1000 mm ±30 mm med NMEA2000 Micro hane Röd bakgrundsbelysning Driftstemperatur: -25 till +70°C Vattentät: IP67 Resistent mot ozon, UV och saltvatten Helt korrosionsskyddad Håltagning: 52 mm Yttermått: 56 mm Djup: 85 mm LEN: 1",https://ohooj.com/products/oljetrycksinstrument-10-bar-nmea2000-silverline?variant=53074466701651,https://cdn.shopify.com/s/files/1/1031/2014/2675/files/210676_1_962132a3-201b-4b78-bee3-869658ac3487.png?v=1773747595,in_stock,84.00 EUR,Wema,new,,no,MAR.1009.01
53074466734419,10442997137747,Oljetrycksinstrument 10 bar NMEA2000 Silverline - Vit Silverline,"NMEA2000 Silverline Instrument Instrumenten har sargar av rostfritt syrafast stål och välvda glas, vilket ger ett exklusivt och stilrent utseende. De är enkla att koppla in i ett NMEA2000-nätverk och levereras med en 1 m NMEA2000 droppkabel/stamnät med hon- och hankontakt. Specifikationer Modell: Silverline-instrument med rostfri syrafast slimmad sarg Insignal: NMEA2000 Kabel &amp; kontakt: 1000 mm ±30 mm med NMEA2000 Micro hane Röd bakgrundsbelysning Driftstemperatur: -25 till +70°C Vattentät: IP67 Resistent mot ozon, UV och saltvatten Helt korrosionsskyddad Håltagning: 52 mm Yttermått: 56 mm Djup: 85 mm LEN: 1",https://ohooj.com/products/oljetrycksinstrument-10-bar-nmea2000-silverline?variant=53074466734419,https://cdn.shopify.com/s/files/1/1031/2014/2675/files/210677_1_eded538d-2846-4975-8690-f9dba1ee01cc.png?v=1773747601,in_stock,84.00 EUR,Wema,new,,no,MAR.1009.02
53074467750227,10442997203283,Roderlägesinstrument NMEA2000 Silverline - Svart Silverline,"NMEA2000 Silverline Instrument Instrumenten har sargar av rostfritt syrafast stål och välvda glas, vilket ger ett exklusivt och stilrent utseende. De är enkla att koppla in i ett NMEA2000-nätverk och levereras med en 1 m NMEA2000 droppkabel/stamnät med hon- och hankontakt. Specifikationer Modell: Silverline-instrument med rostfri syrafast slimmad sarg Insignal: NMEA2000 Kabel &amp; kontakt: 1000 mm ±30 mm med NMEA2000 Micro hane Röd bakgrundsbelysning Driftstemperatur: -25 till +70°C Vattentät: IP67 Resistent mot ozon, UV och saltvatten Helt korrosionsskyddad Håltagning: 52 mm Yttermått: 56 mm Djup: 85 mm LEN: 1",https://ohooj.com/products/roderlagesinstrument-nmea2000-silverline?variant=53074467750227,https://cdn.shopify.com/s/files/1/1031/2014/2675/files/210621_1_4d8bce2b-60cc-4a84-9958-2cafd5507fca.png?v=1773747609,in_stock,90.00 EUR,Wema,new,,no,MAR.1010.01
53074467782995,10442997203283,Roderlägesinstrument NMEA2000 Silverline - Vit Silverline,"NMEA2000 Silverline Instrument Instrumenten har sargar av rostfritt syrafast stål och välvda glas, vilket ger ett exklusivt och stilrent utseende. De är enkla att koppla in i ett NMEA2000-nätverk och levereras med en 1 m NMEA2000 droppkabel/stamnät med hon- och hankontakt. Specifikationer Modell: Silverline-instrument med rostfri syrafast slimmad sarg Insignal: NMEA2000 Kabel &amp; kontakt: 1000 mm ±30 mm med NMEA2000 Micro hane Röd bakgrundsbelysning Driftstemperatur: -25 till +70°C Vattentät: IP67 Resistent mot ozon, UV och saltvatten Helt korrosionsskyddad Håltagning: 52 mm Yttermått: 56 mm Djup: 85 mm LEN: 1",https://ohooj.com/products/roderlagesinstrument-nmea2000-silverline?variant=53074467782995,https://cdn.shopify.com/s/files/1/1031/2014/2675/files/210622_1_1590f0bb-0dcd-46e3-ab38-d8e2f062ca01.png?v=1773747615,in_stock,90.00 EUR,Wema,new,,no,MAR.1010.02
53074468405587,10442997268819,"NMEA2000 MFG 3 pekskärm""","MFG 3” Pekskärm Wema MFG Touch är ett 3” LCD-multifunktionsinstrument i färg med pekskärm som visar motordata i realtid. Instrumentet erbjuder flera valmöjligheter med åtta olika displaysidor att välja mellan. Det tar emot information både från NMEA2000-nätverket och analoga signaler. Funktioner Visar följande data: Fart (15/30/60 knop, km/h, mph – valbart) Varvtal (4000, 6000 och 8000 varv – valbart) Motortimmar Oljetryck Vattentemperatur Spänning Bränsletanknivå Varningslampor Instrumentet har fyra valbara bakgrunder: vit, svart, mörkgrå och mörkblå. Wema MFG är robust, vattentät och utvecklad för marin användning. Levereras med en 1 m NMEA2000 droppkabel med hon- och hankontakt samt en extra kabel för anslutning till analoga givare som alternativ till NMEA2000. Specifikationer Display: Ljusstark 3” LCD-pekskärm, läsbar i solljus Skärmupplösning: 432x432 bildpunkter Insignal: NMEA2000 eller analog signal Kabel &amp; kontakt: 1000 mm med NMEA2000 Micro hane samt en 1000 mm analog kabel Driftstemperatur: -30 till +85°C IP-klass: IP67 Resistent mot ozon, UV och saltvatten Strömförsörjning: 12V (via NMEA2000-nätverket) eller 9-32V med analog anslutning Håltagning: 96,6 mm Yttermått: 103 mm Djup: 85 mm (inkl. kabel och kontakt) LEN: 4",https://ohooj.com/products/nmea2000-mfg-3-pekskarm?variant=53074468405587,,in_stock,438.00 EUR,Wema,new,,no,MAR.1011.00
53074468995411,10442997367123,"NMEA2000 MFG 4,2 pekskärm""","MFG 4,2” Pekskärm Wema MFG Touch är ett 4,2” LCD-multifunktionsinstrument i färg med pekskärm som visar motordata i realtid. Instrumentet har åtta olika displaysidor att välja mellan och kan ta emot information både från NMEA2000-nätverket och analoga signaler. Funktioner Visar följande data: Fart (15/30/60 knop, km/h, mph – valbart) Varvtal (4000, 6000 och 8000 varv – valbart) Motortimmar Oljetryck Vattentemperatur Spänning Bränsletanknivå Varningslampor Instrumentet har fyra valbara bakgrunder: vit, svart, mörkgrå och mörkblå. Wema MFG är robust, vattentät och tillverkad för marin användning. Levereras med en 1 m NMEA2000 droppkabel med hon- och hankontakt samt en extra kabel för anslutning till analoga givare som alternativ till NMEA2000. Specifikationer Display: Ljusstark 4,2” LCD-pekskärm, läsbar i solljus Skärmupplösning: 720x720 bildpunkter Insignal: NMEA2000 eller analog signal Kabel &amp; kontakt: 1000 mm med NMEA2000 Micro hane samt en 1000 mm analog kabel Driftstemperatur: -30 till +85°C IP-klass: IP67 Resistent mot ozon, UV och saltvatten Strömförsörjning: 12V (via NMEA2000-nätverket) eller 9-32V med analog anslutning Håltagning: 134 mm Yttermått: 140 mm Djup: 85 mm (inkl. kabel och kontakt) LEN: 4",https://ohooj.com/products/nmea2000-mfg-4-2-pekskarm?variant=53074468995411,,in_stock,538.00 EUR,Wema,new,,no,MAR.1012.00
53074469093715,10442997399891,"NMEA2000 MFG 3""","NMEA2000 3"" MFG (Multi Functional Gauge) Wema MFG är ett 3” LCD-multifunktionsinstrument i färg som visar motordata i realtid. Instrumentet har fyra olika displaysidor att välja mellan och kan ta emot information från både NMEA2000-nätverket och analoga signaler. Funktioner Visar följande data: Fart (15/30/60 knop, km/h, mph – valbart) Varvtal (4000, 6000 och 8000 varv – valbart) Motortimmar Oljetryck Vattentemperatur Spänning Bränsletanknivå Varningslampor Instrumentet har fyra valbara bakgrunder: vit, svart, mörkgrå och mörkblå. Wema MFG är robust, vattentät och utvecklad för marin användning. Levereras med en 1 m NMEA2000 droppkabel med hon- och hankontakt samt en extra kabel för anslutning till analoga givare som alternativ till NMEA2000. Specifikationer Display: Ljusstark 3” LCD-skärm, läsbar i solljus Skärmupplösning: 432x432 bildpunkter Insignal: NMEA2000 eller analog signal Kabel &amp; kontakt: 1000 mm med NMEA2000 Micro hane samt en 1000 mm analog kabel Driftstemperatur: -30 till +85°C IP-klass: IP67 Resistent mot ozon, UV och saltvatten Strömförsörjning: 12V (via NMEA2000-nätverket) eller 9-32V med analog anslutning Håltagning: 100 mm Yttermått: 111,6 mm Djup: 75 mm (inkl. kabel och kontakt) LEN: 4",https://ohooj.com/products/nmea2000-mfg-3?variant=53074469093715,,in_stock,300.00 EUR,Wema,new,,no,MAR.1013.00
53074469814611,10442997498195,"NMEA2000 MFD 7"" pekskärm","NMEA2000 MFD 7,0” Pekskärm Wema MFD 7,0” är en 7” TFT-multidisplay i färg med pekskärm som visar motordata i realtid. Displayen kan visa information såsom oljetryck, vattentemperatur, spänning och varvtal samt NMEA2000-data för vatten- och bränslenivåer. Den har tre olika displaysidor att välja mellan, varav en kan visa information från dubbla motorer. Användaren kan även ställa in egna personliga alarm och välja mellan olika språk. Wema MFD 7,0” är robust, vattentät och tillverkad för marin användning. Levereras med en 1 m NMEA2000 droppkabel med hon- och hankontakt. Specifikationer Display: Ljusstark 7” TFT-pekskärm som är läsbar i solljus Skärmupplösning: 800x480 bildpunkter Insignal: NMEA2000 Kabel &amp; kontakt: 1000 mm med NMEA2000 Micro hane Driftstemperatur: -20 till +70°C IP-klass: IP67 Resistent mot ozon, UV och saltvatten Strömförsörjning: 12V (via NMEA2000-nätverket) Håltagning: 199 x 116 mm Yttermått: 212 x 136 mm Djup: 135 mm (inkl. kabel och kontakt) LEN: 8",https://ohooj.com/products/nmea2000-mfd-7-pekskarm?variant=53074469814611,,in_stock,475.00 EUR,Wema,new,,no,MAR.1014.00
53074470404435,10442997563731,ASC-6 Omvandlare 6 kanaler till NMEA2000,"ASC-6 Omvandlare – 6 kanaler Den senaste omvandlaren från Wema kan även konvertera en analog varvräknarsignal till NMEA2000. ASC-6 omvandlar signaler från analoga tank- och motorgivare till NMEA2000, vilket gör den idealisk för alla som vill kunna övervaka tanknivåer eller motordata i sitt NMEA2000-nätverk. Med ASC-6 går det att koppla in upp till 6 analoga givare och välja mellan följande funktioner: Varvräknare (en dedikerad kanal) Bränsletank (0-190, 10-180, 240-30 ohm eller självdefinierad) Vattentank (0-190, 10-180, 240-30 ohm eller självdefinierad) Septiktank (0-190, 10-180, 240-30 ohm eller självdefinierad) Motortemperatur (0-120°C) Oljetemperatur (0-150°C) Oljetryck (0-5 bar och 0-10 bar) Turbotryck (0-2 bar) Roderindikator Trim Specifikationer Driftstemperatur: -30 till +75°C IP-klass: IP67 LEN: 1",https://ohooj.com/products/asc-6-omvandlare-6-kanaler-till-nmea2000?variant=53074470404435,https://cdn.shopify.com/s/files/1/1031/2014/2675/files/220020_1_87de3ea0-22a7-4d19-8f7b-61e56577377a.png?v=1771850959,in_stock,155.00 EUR,Wema,new,,no,MAR.1015.00
53074470895955,10442997662035,NMEA2000 GPS antenn,"NMEA2000 GPS Antenn Extremt snabb och vattentät 10Hz GPS-antenn som kopplas direkt till ett NMEA2000-nätverk. Den är 56-kanalig och stöder WAAS, Glonass, Galileo, QZSS, SBAS och EGNOS/MSAS, vilket ger hög noggrannhet och stabil prestanda. Levereras med en 0,9 m kabel med NMEA2000 Micro hane. Specifikationer 10 Hz M-GPS-mottagare med 56 kanaler Utsignal: NMEA2000 Kabel &amp; kontakt: 900 mm med NMEA2000 Micro hane Driftstemperatur: -30 till +75°C IP-klass: IPX5 Resistent mot ozon, UV och saltvatten Strömförsörjning: 9-16 V Yttermått: 133 x 94 mm LEN: 1",https://ohooj.com/products/nmea2000-gps-antenn?variant=53074470895955,https://cdn.shopify.com/s/files/1/1031/2014/2675/files/220006_1_7f0ab138-4044-4753-8baa-ce6728f698d2.png?v=1771850962,in_stock,288.00 EUR,Wema,new,,no,MAR.1017.00
53074471420243,10442997727571,NMEA2000 installations verktyg,"Wema NMEA2000 Installationsverktyg Används vid installation av fler än en givare och instrument i samma NMEA2000-nätverk. Varje givare och instrument behöver få sitt korrekta instance-nummer för att fungera korrekt. Installationsverktyget används även för att programmera om en givare från exempelvis bränsle till vatten. Wema N3/N5 levereras standard som bränslegivare, medan Wema N3H/N5H levereras standard som septikgivare.",https://ohooj.com/products/nmea2000-installations-verktyg?variant=53074471420243,https://cdn.shopify.com/s/files/1/1031/2014/2675/files/220007_1_e191d30b-922b-41bf-bdd7-5563958dad18.png?v=1771850963,in_stock,146.00 EUR,Wema,new,,no,MAR.1018.00
53074471977299,10442997793107,Roderlägesgivare NMEA2000,"NMEA2000 Roderlägesgivare Att bedöma rodrets läge vid manövrering i hamnar, slussar och vid backning kan vara svårt. En roderindikator är då till stor nytta. Wema roderindikator är enkel att montera och ger tydlig information om rodrets position. Instrument säljs separat. Levereras med en 1 m NMEA2000 droppkabel med hon- och hankontakt. Specifikationer Utsignal: NMEA2000 Kabel &amp; kontakt: 1000 mm ±30 mm med NMEA2000 Micro hane Driftstemperatur: -40 till +80°C Vattentät: IP67 Höjd: 94 mm Bredd: 96 mm Armens längd: 140 mm LEN: 1",https://ohooj.com/products/roderlagesgivare-nmea2000?variant=53074471977299,https://cdn.shopify.com/s/files/1/1031/2014/2675/files/240311_1_448db7b2-0609-41c7-b7ff-5596009b37c6.png?v=1771850964,in_stock,323.00 EUR,Wema,new,,no,MAR.1019.00
53074473222483,10442997891411,NMEA2000 Startpaket Basic,"NMEA2000 Startpaket Basic Ett komplett paket för att bygga ett NMEA2000-nätverk Plug and play med andra tillverkares NMEA2000 T-kopplingar, kablar och sensorer NMEA2000 nätverksstandard kompatibel med andra tillverkares produkter Vattentät klass IP67 Basicpaketet innehåller 1 st 2 m strömkabel med 3A säkring 1 st ändterminering hona 1 st ändterminering hane 2 st T-kopplingar 1 st 2 m droppkabel/stamkabel 1 st 6 m droppkabel/stamkabel",https://ohooj.com/products/nmea2000-startpaket-basic?variant=53074473222483,https://cdn.shopify.com/s/files/1/1031/2014/2675/files/220008_1_66b72fb6-9138-462a-885a-d30442ec5705.png?v=1771850965,in_stock,116.00 EUR,Wema,new,,no,MAR.1020.00
53074473484627,10442997956947,NMEA2000 Startpaket Large,"NMEA2000 Startpaket Large Ett komplett paket för att bygga ett större NMEA2000-nätverk Plug and play med andra tillverkares NMEA2000 T-kopplingar, kablar och sensorer NMEA2000 nätverksstandard kompatibel med andra tillverkares produkter Vattentät klass IP67 Largepaketet innehåller 1 st 2 m strömkabel med 3A säkring 1 st ändterminering hona 1 st ändterminering hane 2 st T-kopplingar 1 st 4 ports T-koppling 2 st 2 m droppkabel/stamkabel 1 st 4 m droppkabel/stamkabel 1 st 6 m droppkabel/stamkabel",https://ohooj.com/products/nmea2000-startpaket-large?variant=53074473484627,https://cdn.shopify.com/s/files/1/1031/2014/2675/files/220011_1_09bddcbe-d973-4da2-89c8-7c459d8a7ccc.png?v=1771850967,in_stock,188.00 EUR,Wema,new,,no,MAR.1021.00
53074473877843,10442998022483,NMEA2000 sortimentlåda,"NMEA2000 Sortimentlåda Wemas praktiska NMEA2000 sortimentlåda innehåller ett komplett sortiment av de vanligast förekommande NMEA2000-kopplingarna. Den robusta och stöttåliga T-Boxx är lätt att bära tack vare sitt gummerade handtag, och den stora öppningsvinkeln ger enkel åtkomst till innehållet. Justerbara mellanväggar gör att facken kan anpassas efter behov. Sortimentlådan kan integreras i alla fordonsinredningar från Sortimo och WorkMo samt monteras i verkstaden, lastutrymmet eller på fordonets dubbeldörrar med hjälp av en upphängningsadapter. Plug and play med andra tillverkares NMEA2000 T-kopplingar, kablar och sensorer. NMEA2000 nätverksstandard kompatibel med andra tillverkares produkter. Vattentät klass IP67. Sortimentlådan innehåller 10 st NMEA2000 T-kopplingar artnr 220010 4 st NMEA2000 Terminering hona artnr 220012 4 st NMEA2000 Terminering hane artnr 220013 2 st NMEA2000 2-ports T-koppling artnr 220022 2 st NMEA2000 4-ports T-koppling artnr 220023 2 st NMEA2000 L-koppling artnr 220025 1 st NMEA2000 Kabelmonterad terminering artnr 220026 1 st NMEA2000 Skottgenomföring artnr 220032 4 st NMEA2000 Fältkontakt hona artnr 220034 4 st NMEA2000 Fältkontakt hane artnr 220035 1 st NMEA2000 8-vägs splitter box artnr 220036 2 st NMEA2000 2-vägs splitter box artnr 220037 1 st NMEA2000 Könbytare hona-hona artnr 220038 1 st NMEA2000 Könbytare hane-hane artnr 220039 4 st NMEA2000 Skyddslock för hankontakter artnr 220040 4 st NMEA2000 Skyddslock för honkontakter artnr 220041 2 st NMEA2000 Spänningsisolator artnr 220042 1 st Wema T-Boxx sortimentlåda",https://ohooj.com/products/nmea2000-sortimentlada?variant=53074473877843,https://cdn.shopify.com/s/files/1/1031/2014/2675/files/220043_1_1266ca11-7974-462b-8177-15fb00aee765.png?v=1771850967,in_stock,1080.00 EUR,Wema,new,,no,MAR.1022.00
